Title,Authors,Corporate_Authors,Editors,Book_Editors,Source_Title,Publication_Date,Publication_Year,Volume,Issue,Part_Number,Supplement,Special_Issue,Beginning_Page,Ending_Page,Article_Number,DOI,Conference_Title,Conference_Date,Total_Citations,Average_per_Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Dietary Total Isoflavone Intake Is Associated With Lower Systolic Blood Pressure: The Coronary Artery Risk Development in Young Adults (CARDIA) Study,"Richardson, Safiya I.; Steffen, Lyn M.; Swett, Katrina; Smith, Che; Burke, Lora; Zhou, Xia; Shikany, James M.; Rodriguez, Carlos J.",,,,JOURNAL OF CLINICAL HYPERTENSION,Aug-16,2016,18,8,,,,778,783,,10.1111/jch.12760,,,8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,0
Preterm Delivery and Metabolic Syndrome in Women Followed From Prepregnancy Through 25 Years Later,"Catov, Janet M.; Althouse, Andrew D.; Lewis, Cora E.; Harville, Emily W.; Gunderson, Erica P.",,,,OBSTETRICS AND GYNECOLOGY,Jun-16,2016,127,6,,,,1127,1134,,10.1097/AOG.0000000000001434,,,8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0
Obtaining Longitudinal Built Environment Data Retrospectively across 25 years in Four US Cities,"Hirsch, Jana A.; Meyer, Katie A.; Peterson, Marc; Rodriguez, Daniel A.; Song, Yan; Peng, Ke; Huh, Jun; Gordon-Larsen, Penny",,,,FRONTIERS IN PUBLIC HEALTH,APR 19 2016,2016,4,,,,,,,UNSP 65,10.3389/fpubh.2016.00065,,,8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0
Association of Fitness With Incident Dyslipidemias Over 25 Years in the Coronary Artery Risk Development in Young Adults Study,"Sarzynski, Mark A.; Schuna, John M., Jr.; Carnethon, Mercedes R.; Jacobs, David R., Jr.; Lewis, Cora E.; Quesenberry, Charles P., Jr.; Sidney, Stephen; Schreiner, Pamela J.; Sternfeld, Barbara",,,,AMERICAN JOURNAL OF PREVENTIVE MEDICINE,Nov-15,2015,49,5,,,,745,752,,10.1016/j.amepre.2015.04.022,,,8,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0
Nocturnal Blood Pressure in Young Adults and Cognitive Function in Midlife: The Coronary Artery Risk Development in Young Adults (CARDIA) Study,"Yano, Yuichiro; Ning, Hongyan; Muntner, Paul; Reis, Jared P.; Calhoun, David A.; Viera, Anthony J.; Levine, Deborah A.; Jacobs, David R., Jr.; Shimbo, Daichi; Liu, Kiang; Greenland, Philip; Lloyd-Jones, Donald",,,,AMERICAN JOURNAL OF HYPERTENSION,Oct-15,2015,28,10,,,,1240,1247,,10.1093/ajh/hpv028,,,8,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,0
"Association of isolated minor non-specific ST-segment and T-wave abnormalities with subclinical atherosclerosis in a middle-aged, biracial population: Coronary Artery Risk Development in Young Adults (CARDIA) study","Walsh, Joseph A., III; Prineas, Ronald; Soliman, Elsayed Z.; Liu, Kiang; Ning, Hongyan; Daviglus, Martha L.; Lloyd-Jones, Donald M.",,,,EUROPEAN JOURNAL OF PREVENTIVE CARDIOLOGY,Dec-13,2013,20,6,,,,1035,1041,,10.1177/2047487312460017,,,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0
Distributions and determinants of mercury concentrations in toenails among American young adults: the CARDIA Trace Element Study,"Xun, Pengcheng; Liu, Kiang; Morris, J. Steve; Jordan, Joanne M.; He, Ka",,,,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Mar-13,2013,20,3,,,,1423,1430,,10.1007/s11356-012-1126-3,,,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,1,0,0
Fat mass modifies the association of fat-free mass with symptom-limited treadmill duration in the Coronary Artery Risk Development in Young Adults (CARDIA) Study,"Zhu, Na; Jacobs, David R., Jr.; Sidney, Stephen; Sternfeld, Barbara; Carnethon, Mercedes; Lewis, Cora E.; Shay, Christina M.; Sood, Akshay; Bouchard, Claude",,,,AMERICAN JOURNAL OF CLINICAL NUTRITION,Aug-11,2011,94,2,,,,385,391,,10.3945/ajcn.110.008995,,,8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,2,0,0
Polygenic association with total homocysteine in the post-folic acid fortification era: The CARDIA study,"Tsai, Michael Y.; Loria, Catherine M.; Cao, Jing; Kim, Yongin; Siscovick, David S.; Schreiner, Pamela J.; Hanson, Naomi Q.",,,,MOLECULAR GENETICS AND METABOLISM,SEP-OCT 2009,2009,98,2-Jan,,,,181,186,,10.1016/j.ymgme.2009.05.012,,,8,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0
Association of Patterns of Change in Adiposity With Diastolic Function and Systolic Myocardial Mechanics From Early Adulthood to Middle Age: The Coronary Artery Risk Development in Young Adults Study,"Khan, Sadiya S.; Shah, Sanjiv J.; Colangelo, Laura A.; Panjwani, Anita; Liu, Kiang; Lewis, Cora E.; Shay, Christina M.; Goff, David C., Jr.; Reis, Jared; Vasconcellos, Henrique D.; Lima, Joao A. C.; Lloyd-Jones, Donald; Allen, Norrina B.",,,,JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,Dec-18,2018,31,12,,,,1261,+,,10.1016/j.echo.2018.07.014,,,7,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
Lifetime marijuana use and subclinical atherosclerosis: the Coronary Artery Risk Development in Young Adults (CARDIA) study,"Auer, Reto; Sidney, Stephen; Goff, David; Vittinghoff, Eric; Pletcher, Mark J.; Allen, Norrina B.; Reis, Jared P.; Lewis, Cora E.; Carr, Jeffrey; Rana, Jamal S.",,,,ADDICTION,May-18,2018,113,5,,,,845,856,,10.1111/add.14110,,,7,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0
APOL1 nephropathy risk variants do not associate with subclinical atherosclerosis or left ventricular mass in middle-aged black adults,"Gutierrez, Orlando M.; Limou, Sophie; Lin, Feng; Peralta, Carmen A.; Kramer, Holly J.; Carr, J. Jeffrey; Bibbins-Domingo, Kirsten; Winkler, Cheryl A.; Lewis, Cora E.; Kopp, Jeffrey B.",,,,KIDNEY INTERNATIONAL,Mar-18,2018,93,3,,,,727,732,,10.1016/j.kint.2017.08.019,,,7,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0
Association Between Gestational Diabetes and Incident Maternal CKD: The Coronary Artery Risk Development in Young Adults (CARDIA) Study,"Dehmer, Elizabeth W.; Phadnis, Milind A.; Gunderson, Erica P.; Lewis, Cora E.; Bibbins-Domingo, Kirsten; Engel, Stephanie M.; Funk, Michele Jonsson; Kramer, Holly; Kshirsagar, Abhijit V.; Heiss, Gerardo",,,,AMERICAN JOURNAL OF KIDNEY DISEASES,Jan-18,2018,71,1,,,,112,122,,10.1053/j.ajkd.2017.08.015,,,7,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0
Subclinical Cardiac Dysfunction and Brain Health in Midlife: CARDIA (Coronary Artery Risk Development in Young Adults) Brain Magnetic Resonance Imaging Substudy,"Cermakova, Pavla; Muller, Majon; Armstrong, Anderson C.; Religa, Dorota; Bryan, R. Nick; Lima, Joao A. C.; Launer, Lenore J.",,,,JOURNAL OF THE AMERICAN HEART ASSOCIATION,Dec-17,2017,6,12,,,,,,e006750,10.1161/JAHA.117.006750,,,7,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0
Nonalcoholic Fatty Liver Disease and Measures of Early Brain Health in Middle-Aged Adults: The CARDIA Study,"VanWagner, Lisa B.; Terry, James G.; Chow, Lisa S.; Alman, Amy C.; Kang, Hakmook; Ingram, Katherine H.; Shay, Christina; Lewis, Cora E.; Bryan, R. Nick; Launer, Lenore J.; Carr, J. Jeffrey",,,,OBESITY,Mar-17,2017,25,3,,,,642,651,,10.1002/oby.21767,,,7,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0
Estimated Kidney Function Based on Serum Cystatin C and Risk of Subsequent Coronary Artery Calcium in Young and Middle-aged Adults With Preserved Kidney Function: Results From the CARDIA Study,"Bansal, Nisha; Vittinghoff, Eric; Peralta, Carmen A.; Shlipak, Michael G.; Grubbs, Vanessa; Jacobs, David R.; Siscovick, David; Steffes, Michael; Carr, John Jeffrey; Bibbins-Domingo, Kirsten",,,,AMERICAN JOURNAL OF EPIDEMIOLOGY,AUG 1 2013,2013,178,3,,,,410,417,,10.1093/aje/kws581,,,7,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0
Reproducibility of physical activity recall over fifteen years: longitudinal evidence from the CARDIA study,"Smith, Ashley Wilder; Cronin, Kathleen A.; Bowles, Heather; Willis, Gordon; Jacobs, David R., Jr.; Ballard-Barbash, Rachel; Troiano, Richard P.",,,,BMC PUBLIC HEALTH,FEB 28 2013,2013,13,,,,,,,180,10.1186/1471-2458-13-180,,,7,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,1,0
Factors associated with development of prolonged QRS duration over 20 years in healthy young adults: the Coronary Artery Risk Development in Young Adults study,"Ilkhanoff, Leonard; Soliman, Elsayed Z.; Ning, Hongyan; Liu, Kiang; Lloyd-Jones, Donald M.",,,,JOURNAL OF ELECTROCARDIOLOGY,MAR-APR 2012,2012,45,2,,,,178,184,,10.1016/j.jelectrocard.2011.11.001,,,7,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,1,0,0
Occupational Mobility and Carotid Artery Intima-Media Thickness: Findings From the Coronary Artery Risk Development in Young Adults Study,"Janicki-Deverts, Denise; Cohen, Sheldon; Matthews, Karen A.; Jacobs, David R.; Adler, Nancy E.",,,,PSYCHOSOMATIC MEDICINE,NOV-DEC 2011,2011,73,9,,,,795,802,,10.1097/PSY.0b013e3182365539,,,7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0
An Association Between Clotting Factor VII and Carotid Intima-Media Thickness The CARDIA Study,"Green, David; Foiles, Nancy; Chan, Cheeling; Kang, Joseph; Schreiner, Pamela J.; Liu, Kiang",,,,STROKE,Jul-10,2010,41,7,,,,1417,1422,,10.1161/STROKEAHA.110.580100,,,7,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,2,0,0,0
Confirmation of the microsomal triglyceride transfer protein genetic effect on lipids in young African American men from the CARDIA study,"Juo, SHH; Colangelo, L; Han, ZH; Smith, JD; Liu, K",,,,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,May-03,2003,23,5,,,,912,913,,10.1161/01.ATV.0000069327.34755.72,,,7,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
Epidemiology of low total plasma cholesterol concentration among young adults: The CARDIA study,"Iribarren, C; Jacobs, DR; Slattery, ML; Liu, K; Sidney, S; Hebert, BJ; Roseman, JM",,,,PREVENTIVE MEDICINE,JUL-AUG 1997,1997,26,4,,,,495,507,,10.1006/pmed.1997.0151,,,7,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Association of abdominal muscle composition with prediabetes and diabetes: The CARDIA study,"Granados, Andrea; Gebremariam, Achamyeleh; Gidding, Samuel S.; Terry, James G.; Carr, John Jeffrey; Steffen, Lyn M.; Jacobs, David R.; Lee, Joyce M.",,,,DIABETES OBESITY & METABOLISM,Feb-19,2019,21,2,,,,267,275,,10.1111/dom.13513,,,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
Associations of Accelerometer-Measured Sedentary Time and Physical Activity With Prospectively Assessed Cardiometabolic Risk Factors: The CARDIA Study,"Whitaker, Kara M.; Gabriel, Kelley Pettee; Buman, Matthew P.; Pereira, Mark A.; Jacobs, David R., Jr.; Reis, Jared P.; Gibbs, Bethany Barone; Carnethon, Mercedes R.; Staudenmayer, John; Sidney, Stephen; Sternfeld, Barbara",,,,JOURNAL OF THE AMERICAN HEART ASSOCIATION,JAN 8 2019,2019,8,1,,,,,,e010212,10.1161/JAHA.118.010212,,,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
Longitudinal Associations of Neighborhood-level Racial Residential Segregation with Obesity Among Blacks,"Pool, Lindsay R.; Carnethon, Mercedes R.; Goff, David C., Jr.; Gordon-Larsen, Penny; Robinson, Whitney R.; Kershaw, Kiarri N.",,,,EPIDEMIOLOGY,Mar-18,2018,29,2,,,,207,214,,10.1097/EDE.0000000000000792,,,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
Marijuana Use and Estimated Glomerular Filtration Rate in Young Adults,"Ishida, Julie H.; Auer, Reto; Vittinghoff, Eric; Pletcher, Mark J.; Reis, Jared P.; Sidney, Stephen; Johansen, Kirsten L.; Bibbins-Domingo, Kirsten; Peralta, Carmen A.; Shlipak, Michael G.",,,,CLINICAL JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,OCT 6 2017,2017,12,10,,,,1578,1587,,10.2215/CJN.01530217,,,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
Circulating Cellular Adhesion Molecules and Cognitive Function: The Coronary Artery Risk Development in Young Adults Study,"Yoon, Cynthia Yursun; Steffen, Lyn M.; Gross, Myron D.; Launer, Lenore J.; Odegaard, Andrew; Reiner, Alexander; Sanchez, Otto; Yaffe, Kristine; Sidney, Stephen; Jacobs, David R., Jr.",,,,FRONTIERS IN CARDIOVASCULAR MEDICINE,MAY 24 2017,2017,4,,,,,,,UNSP 37,10.3389/fcvm.2017.00037,,,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0
Cumulative Exposure to Systolic Blood Pressure During Young Adulthood Through Midlife and the Urine Albumin-to-Creatinine Ratio at Midlife,"Kramer, Holly; Colangelo, Laura; Lewis, Cora E.; Jacobs, David R., Jr.; Pletcher, Mark; Bibbins-Domingo, Kirstin; Chang, Alex; Siscovick, David; Shlipak, Michael; Peralta, Carmen A.; Bansal, Nisha; Muntner, Paul; Liu, Kiang",,,,AMERICAN JOURNAL OF HYPERTENSION,May-17,2017,30,5,,,,502,509,,10.1093/ajh/hpx012,,,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0
Echocardiographic Pulmonary Artery Systolic Pressure in the Coronary Artery Risk Development in Young Adults (CARDIA) Study: Associations With Race and Metabolic Dysregulation,"Brittain, Evan L.; Nwabuo, Chike; Xu, Meng; Gupta, Deepak K.; Hemnes, Anna R.; Moreira, Henrique T.; De Vasconcellos, Henrique Doria; Terry, James G.; Carr, Jeffrey J.; Lima, Joao A. C.",,,,JOURNAL OF THE AMERICAN HEART ASSOCIATION,Apr-17,2017,6,4,,,,,,e005111,10.1161/JAHA.116.005111,,,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0
