Grant_Numbers,records,percent_of_total
1 K12 HD050121-02,5,0.017
100833,5,0.017
10220,5,0.017
102215/2/13/2,5,0.017
10248,5,0.017
10253,5,0.017
10271,5,0.017
103-2314-B-195-001-MY3,5,0.017
10358,5,0.017
10375,5,0.017
1107672,5,0.017
1114194,5,0.017
115016,5,0.017
117604,5,0.017
129269,5,0.017
129680,5,0.017
12ZCZDSY20400,5,0.017
13FTF16070002,5,0.017
14136,5,0.017
14CRP20380422,5,0.017
17POST32490000,5,0.017
18SFRN34110082,5,0.017
1KL2RR025015-01,5,0.017
1R01-HL53560-01A1,5,0.017
1R01DK102134-01,5,0.017
1R01DK80763,5,0.017
1U48DP001924,5,0.017
1U54CA155626-01,5,0.017
20-FY02-56,5,0.017
20-FY04-37,5,0.017
2006CB503805,5,0.017
2008-E71004-00,5,0.017
2009-55215-05460,5,0.017
2009-E71006-00,5,0.017
2010-E71003-00,5,0.017
2010KY28,5,0.017
2011036,5,0.017
2012ZX09303006-001,5,0.017
2013-0325,5,0.017
2015-0438,5,0.017
2017YFC1307600,5,0.017
203139/Z/16/Z,5,0.017
206374,5,0.017
2069139,5,0.017
213506,5,0.017
233200,5,0.017
241577,5,0.017
2P60MD002249,5,0.017
2R01 HL092577,5,0.017
300159/99-4,5,0.017
30660061,5,0.017
3247BO-104283,5,0.017
3247BO-104284,5,0.017
3247BO-104288,5,0.017
33CS30-148401,5,0.017
340918,5,0.017
34316,5,0.017
36/2001,5,0.017
36/2008,5,0.017
41/2005,5,0.017
43/2002,5,0.017
451-17-032,5,0.017
479513,5,0.017
4851-302,5,0.017
4P60MD006923-05,5,0.017
58-1950-9-001,5,0.017
5P20MD002295,5,0.017
5P20RR11104,5,0.017
5U54RR022814,5,0.017
67506,5,0.017
68033,5,0.017
68793,5,0.017
7-2004-E,5,0.017
70-2488-Ha I,5,0.017
71837,5,0.017
74882,5,0.017
81373099,5,0.017
AA-12502,5,0.017
AG019363,5,0.017
AG03055,5,0.017
AI077439,5,0.017
B 16790335,5,0.017
C864/A8257,5,0.017
CA055075,5,0.017
CA116778,5,0.017
CA201415 02,5,0.017
CA32389,5,0.017
CA39260,5,0.017
CA59045,5,0.017
CDA 09-218,5,0.017
COMPARE: CIT5-CT-2005-028857,5,0.017
CP06/00100,5,0.017
DA017642,5,0.017
DA018871,5,0.017
DA022720,5,0.017
DK091718,5,0.017
DK58785,5,0.017
DK59183,5,0.017
E-102003,5,0.017
ES/H00811X/1,5,0.017
ES/H043772/1,5,0.017
ES00002,5,0.017
F32-HL134276,5,0.017
FA2006040700010,5,0.017
G-13-0003091,5,0.017
G0400546,5,0.017
G0601483,5,0.017
G0801056B,5,0.017
G108/603,5,0.017
G9817803B,5,0.017
GM065509,5,0.017
GOOH0578,5,0.017
H22-Junkankitou [Seishuu]-Ippan-005,5,0.017
HD-061437,5,0.017
HD-062783,5,0.017
HD-32194,5,0.017
HD42569,5,0.017
HHSN268200960009C,5,0.017
HHSN271201300071C,5,0.017
HL 30086,5,0.017
HL-084034,5,0.017
HL-088117,5,0.017
HL-43851,5,0.017
HL-47619,5,0.017
HL034594,5,0.017
HL047540,5,0.017
HL060919,5,0.017
HL065111,5,0.017
HL065112,5,0.017
HL067128,5,0.017
HL071981,5,0.017
HL076379,5,0.017
HL081385,5,0.017
HL084553,5,0.017
HL088117,5,0.017
HL117191,5,0.017
HL117323,5,0.017
HL117323-02S2,5,0.017
HL119952,5,0.017
HL36587,5,0.017
HL44199,5,0.017
HL45508,5,0.017
HL56346,5,0.017
HL58120,5,0.017
HL65176,5,0.017
HL66682,5,0.017
HSN268201300028C,5,0.017
IGE05012,5,0.017
JCYJ20140418091413562,5,0.017
JCYJ20170412110537191,5,0.017
K01 MH070616,5,0.017
K01AG031332,5,0.017
K01AG043581,5,0.017
K07 CA126837,5,0.017
K12 HD052163,5,0.017
K12HD052023,5,0.017
K12HD055892,5,0.017
K23 AI66943,5,0.017
K23 HL103720,5,0.017
K23DK088865,5,0.017
K23HL105787,5,0.017
K23HL136891,5,0.017
K24DK101828,5,0.017
K24HD043659,5,0.017
K24HL111315,5,0.017
KP/12/009,5,0.017
M01 RR 00036,5,0.017
M01 RR 16500,5,0.017
M01 RR00039,5,0.017
M01-RR-30,5,0.017
M01-RR00083,5,0.017
M01-RR14467,5,0.017
M01RR006192,5,0.017
MC_UU_12015/4,5,0.017
MC_UU_12019/4,5,0.017
MOST 103-2314-B-195-006-MY3,5,0.017
MR/K00414X/1,5,0.017
MRSGT-12-114-01-CPPB,5,0.017
N01 HC 48049,5,0.017
N01 HC015103,5,0.017
N01 HC035129,5,0.017
N01 HC045133,5,0.017
N01 HC055019,5,0.017
N01 HC095159,5,0.017
N01 HC095164,5,0.017
N01 HC095166,5,0.017
N01-AG-1-2100,5,0.017
N01-AG-12100,5,0.017
N01-HC-48047-50,5,0.017
N01-HC-48047-N01-HC-48050,5,0.017
N01-HC-55023-26,5,0.017
N01-HC25195,5,0.017
N01-HV-59224,5,0.017
N01HC75150,5,0.017
N01HC95160,5,0.017
N01HC95161,5,0.017
N01HC95162,5,0.017
N01HC95163,5,0.017
N01HC95164,5,0.017
N01HC95167,5,0.017
NCC 9-58,5,0.017
NCKUH-10002031,5,0.017
NIH P30-ES10126,5,0.017
NRF-2015R1A1A1A05001362,5,0.017
NS41466,5,0.017
OGHA_04-064,5,0.017
P01 CA138389,5,0.017
P01 DK042618,5,0.017
P01 HD052112,5,0.017
P01 HL069999,5,0.017
P01AG020166,5,0.017
P30 CA016672,5,0.017
P30 DK026743,5,0.017
P30 DK046200,5,0.017
P30 DK050456,5,0.017
P30 DK072476,5,0.017
P30 DK46200,5,0.017
P30 ES010126,5,0.017
P30 ES023515,5,0.017
P30DK46200,5,0.017
P42 ES004699,5,0.017
P42 ES04699,5,0.017
P50-HL42267-01,5,0.017
P50AA005595,5,0.017
P50HL120163,5,0.017
P60 MD00220,5,0.017
PI042241,5,0.017
PI050976,5,0.017
PI070312,5,0.017
PI1002658,5,0.017
PI13/02184,5,0.017
PI14/00636,5,0.017
PI14/00853,5,0.017
PI14/01764,5,0.017
PI14/01919,5,0.017
PI16/00381,5,0.017
PI16/01522,5,0.017
PI17/00215,5,0.017
PI17/00525,5,0.017
PI17/00532,5,0.017
PI17/00926,5,0.017
PI17/01827,5,0.017
QLG2-CT-2002-01254,5,0.017
QLK6-CT-2001-00360,5,0.017
R01 40916,5,0.017
R01 AG016592,5,0.017
R01 AG023629,5,0.017
R01 AG033903,5,0.017
R01 AG041200,5,0.017
R01 AR048797,5,0.017
R01 CA080205,5,0.017
R01 CA63,5,0.017
R01 DA018871,5,0.017
R01 DA021898,5,0.017
R01 DK 57508,5,0.017
R01 DK070941,5,0.017
R01 DK42618,5,0.017
R01 ES10932,5,0.017
R01 HD034543,5,0.017
R01 HD058502,5,0.017
R01 HD058510,5,0.017
R01 HL050490,5,0.017
R01 HL055673,5,0.017
R01 HL070847,5,0.017
R01 HL080477,5,0.017
R01 HL081604,5,0.017
R01 HL088498,5,0.017
R01 HL089850,5,0.017
R01 HL093077,5,0.017
R01 HL098445,5,0.017
R01 HL103706,5,0.017
R01 HL104199,5,0.017
R01 HL107577,5,0.017
R01 HL55356,5,0.017
R01 HL68200,5,0.017
R01-HD-27503,5,0.017
R01-HL-077612,5,0.017
R01-HL-084099,5,0.017
R01-HL-54776,5,0.017
R01-HL-60700,5,0.017
R01-HL103825,5,0.017
R01-HL143227,5,0.017
R01-HL50490,5,0.017
R01-HL84228,5,0.017
R01-HS-08365,5,0.017
R01-MH069864,5,0.017
R01-MH091352,5,0.017
R01AG19605,5,0.017
R01CA164137,5,0.017
R01DK076116,5,0.017
R01DK078798,5,0.017
R01DK095207,5,0.017
R01ES021724,5,0.017
R01ES10936,5,0.017
R01HD-055566,5,0.017
R01HL071051,5,0.017
R01HL071205,5,0.017
R01HL071250,5,0.017
R01HL071258,5,0.017
R01HL071259,5,0.017
R01HL080124,5,0.017
R01HL107240,5,0.017
R01HL109284,5,0.017
R01HL109301,5,0.017
R01HL109319,5,0.017
R01HL117323,5,0.017
R01HL53560,5,0.017
R024227,5,0.017
R13-MH066849,5,0.017
R24 HD041022,5,0.017
R24 HL076857,5,0.017
R25 CA94880,5,0.017
R29 AG15112,5,0.017
R35 CA053890,5,0.017
R40 MC 00319,5,0.017
RC2 HL-102923,5,0.017
RC2 HL-102924,5,0.017
RC2 HL-102925,5,0.017
RC2 HL-102926,5,0.017
RC2 HL-103010,5,0.017
RE/13/1/30181,5,0.017
RES-590-28-0005,5,0.017
RG/05/006,5,0.017
RO1 40916,5,0.017
RO1 51931,5,0.017
RSGT-11-010-01-CPPB,5,0.017
RYC-2010-05957,5,0.017
SFRN 15SFRN2390002,5,0.017
SHARE-I3: RII-CT-2006-062193,5,0.017
SHARELIFE: CIT4-CT-2006-028812,5,0.017
SI 236/8-1,5,0.017
SRF-2010-03-05,5,0.017
T32 AG000221,5,0.017
T32 DK062707,5,0.017
T32 HD052462,5,0.017
T32 HL129982,5,0.017
T32DK083250,5,0.017
T32HL69751,5,0.017
T32HP10251,5,0.017
TSGH-C102-123,5,0.017
U HD44207,5,0.017
U HD44226-05S1,5,0.017
U HD44245-06S1,5,0.017
U01 AG042124,5,0.017
U01 AG042139,5,0.017
U01 AG042140,5,0.017
U01 AG042143,5,0.017
U01 AG042145,5,0.017
U01 AG042168,5,0.017
U01 AG12546,5,0.017
U01 CA048998,5,0.017
U01 HL649141,5,0.017
U01 HL649241,5,0.017
U01 HL67902,5,0.017
U01 MH062209,5,0.017
U01-AG027810,5,0.017
U01-HL-080295,5,0.017
U01AG009740,5,0.017
U01AG017719,5,0.017
U01HD051217,5,0.017
U01HL072507,5,0.017
U01HL53941,5,0.017
U54MD007598,5,0.017
U54NS081765,5,0.017
UL1 RR 025005,5,0.017
UL1 RR024139,5,0.017
UL1 RR024989,5,0.017
UL1 TR000427,5,0.017
UL1GM118985,5,0.017
UL1TR000058,5,0.017
UL1TR000165,5,0.017
UL1TR001070,5,0.017
UL1TR001409,5,0.017
UM1 CA164974,5,0.017
UM1 CA182876,5,0.017
WT087640MA,5,0.017
31288,4,0.013
014-93-015,4,0.013
16181,4,0.013
01EO1504,4,0.013
01ZZ0701,4,0.013
068362/Z/02/Z,4,0.013
Jul-43,4,0.013
76467,4,0.013
085477/Z/08/Z,4,0.013
0855082E,4,0.013
090532/Z/09/Z,4,0.013
1 K01 HL73249-01,4,0.013
1 U01 HL079156-01,4,0.013
1 U01 HL79214-01,4,0.013
10.000.1003,4,0.013
104085/Z/14/Z,4,0.013
1070006,4,0.013
1078360,4,0.013
126076,4,0.013
129262,4,0.013
12SDG9180007,4,0.013
14-30,4,0.013
141054,4,0.013
1452485,4,0.013
150903-01,4,0.013
1588,4,0.013
15GPSGC24800006,4,0.013
15YFYZSY00020,4,0.013
16H06277,4,0.013
17H04182,4,0.013
17SDG33630113,4,0.013
1994DP131044,4,0.013
1K23HL094531-01,4,0.013
1K23HL109110,4,0.013
1P60MD003422,4,0.013
1R01AG032098-01A1,4,0.013
1R01DK59240,4,0.013
1R15HD083947,4,0.013
1RL1MH083268-01,4,0.013
2001-347-6111-221,4,0.013
2002-347-6111-221,4,0.013
2003-347-6111-221,4,0.013
2004-347-6111-213,4,0.013
200500003,4,0.013
2005328,4,0.013
2006-55215-16711,4,0.013
2006120,4,0.013
20090635,4,0.013
2009DFB30050,4,0.013
2010-0015017,4,0.013
2011-294713-EPLORE,4,0.013
2011BAI11B04,4,0.013
2012027176,4,0.013
2/4/2013,4,0.013
2/6/2013,4,0.013
2013-0249,4,0.013
2013-2548/001-001-EMA-2,4,0.013
2013R1A2A2A01068254,4,0.013
2013T083,4,0.013
2014-2265,4,0.013
2014-67001-21851,4,0.013
2016-0315,4,0.013
201614035,4,0.013
2016YFC0900800,4,0.013
2016YFC0904900,4,0.013
2.01707E+11,4,0.013
205585,4,0.013
20FY01-38,4,0.013
21-FY07-605,4,0.013
211909,4,0.013
227822,4,0.013
23249037,4,0.013
233850/2014-7,4,0.013
23659353,4,0.013
24300796,4,0.013
251533,4,0.013
258711,4,0.013
261982,4,0.013
26293198,4,0.013
265977,4,0.013
289346,4,0.013
2R01-AA012162,4,0.013
30972531,4,0.013
3100-059302,4,0.013
310030_152639/1,4,0.013
3200-042532,4,0.013
3200-052720,4,0.013
3200B0-118308,4,0.013
336893,4,0.013
33CSCO-108796,4,0.013
35/2011,4,0.013
353514,4,0.013
3R25CA057711,4,0.013
3R25CA057711-18S1,4,0.013
4026-028099,4,0.013
44069,4,0.013
48050,4,0.013
4845-301,4,0.013
5 R01 HL078972,4,0.013
5 R24 HD042849,4,0.013
May-00,4,0.013
513823,4,0.013
519756,4,0.013
53893,4,0.013
569861,4,0.013
5R01HL087679-02,4,0.013
5R01MH63706:02,4,0.013
5R35HL135818,4,0.013
5RC2HL102419,4,0.013
6236,4,0.013
6R01-NS 17950,4,0.013
7-04-RA-83,4,0.013
7131002,4,0.013
742927,4,0.013
75021,4,0.013
75617,4,0.013
79551,4,0.013
81130052,4,0.013
81370219,4,0.013
81372118,4,0.013
81373080,4,0.013
81373101,4,0.013
81390541,4,0.013
81390544,4,0.013
81402735,4,0.013
81472965,4,0.013
81473052,4,0.013
81673166,4,0.013
81673247,4,0.013
AA-00145,4,0.013
AA-09203,4,0.013
AG032282,4,0.013
AG107265,4,0.013
AG15301,4,0.013
ANR-10-COHO-0006,4,0.013
APP1037559,4,0.013
APP1098369,4,0.013
AR47785,4,0.013
AZ 961-386261/733,4,0.013
BCS-0542182,4,0.013
C18281/A19169,4,0.013
CA-17613,4,0.013
CA-47988,4,0.013
CA167552,4,0.013
CB12/03/30038,4,0.013
CPC 5 R24 HD050924,4,0.013
CRC-RR00051,4,0.013
D0013808,4,0.013
DA001411,4,0.013
DA016575,4,0.013
DK 046204,4,0.013
DK 42549,4,0.013
DK 56842,4,0.013
DK-038765,4,0.013
DK-083562,4,0.013
DK-17047,4,0.013
DK-30747,4,0.013
DK-35816,4,0.013
DK046204,4,0.013
DK068738,4,0.013
DK078616,4,0.013
DK100383,4,0.013
DK20593,4,0.013
DK35816,4,0.013
DK46834,4,0.013
DK56990,4,0.013
DK56992,4,0.013
DK57002,4,0.013
DK57008,4,0.013
DK57078,4,0.013
DK57131,4,0.013
DK57135,4,0.013
DK57136,4,0.013
DK57149,4,0.013
DK57151,4,0.013
DK57154,4,0.013
DK57171,4,0.013
DK57177,4,0.013
DK57178,4,0.013
DK57182,4,0.013
DK57219,4,0.013
EC0503,4,0.013
ER 155/6-1,4,0.013
ER 155/6-2,4,0.013
ES-021724,4,0.013
ES/G007438/1,4,0.013
ES000002,4,0.013
ES011630,4,0.013
ES015794,4,0.013
ES021372,4,0.013
ES022981,4,0.013
ES09815,4,0.013
EX-2008-0641,4,0.013
F31 HL129701,4,0.013
F31NR015725,4,0.013
F32AG048698,4,0.013
FKZ: 01EO1501,4,0.013
FS/05/125,4,0.013
FS/12/58/29709,4,0.013
FS/12/8/29377,4,0.013
G02M 0658,4,0.013
G0400546B,4,0.013
G0500539,4,0.013
G0601941,4,0.013
G0901786,4,0.013
GJHS20170314114526143,4,0.013
H25-JUNKANKITOU-IPPAN-007,4,0.013
HD32194,4,0.013
HHSN268200425205C,4,0.013
HHSN2682017000021,4,0.013
HHSN268201800015I,4,0.013
HHSN275200800002I,4,0.013
HHSN275201000020C,4,0.013
HL 35073,4,0.013
HL 41781,4,0.013
HL 64925,4,0.013
HL 65111,4,0.013
HL 65112,4,0.013
HL 65645,4,0.013
HL 69999,4,0.013
HL-076857,4,0.013
HL-080467,4,0.013
HL-080665,4,0.013
HL-098676,4,0.013
HL-20948,4,0.013
HL-33733,4,0.013
HL-33765,4,0.013
HL-45670,4,0.013
HL-47540,4,0.013
HL-59699,4,0.013
HL-76857,4,0.013
HL025767,4,0.013
HL039107,4,0.013
HL072904,4,0.013
HL072905,4,0.013
HL079966,4,0.013
HL080124,4,0.013
HL084034,4,0.013
HL092591,4,0.013
HL117138,4,0.013
HL126024,4,0.013
HL47540,4,0.013
HL52851,4,0.013
HL67358,4,0.013
HL69126,4,0.013
HL69272,4,0.013
HL69999,4,0.013
HL71017,4,0.013
K01 DK059944-05,4,0.013
K01 HL092591,4,0.013
K01AA021511,4,0.013
K01HL092591,4,0.013
K01HL129892,4,0.013
K01NR012779,4,0.013
K05 DA000244,4,0.013
K05MH79482,4,0.013
K08HL125100,4,0.013
K23 AG045957,4,0.013
K23 HL128795,4,0.013
K23-HL-87114,4,0.013
K23-HL116780,4,0.013
K23DK097184,4,0.013
K23DK107908,4,0.013
K23HL093023,4,0.013
K24 DK10589,4,0.013
K24-DK-02856,4,0.013
K24-DK-080140,4,0.013
K24-HD-01357,4,0.013
KL2 RR024130,4,0.013
LO1611,4,0.013
LSHM_CT_2006_037197,4,0.013
M01 RR 00043,4,0.013
M01 RR00034,4,0.013
M01 RR00051,4,0.013
M01 RR00052,4,0.013
M01 RR00645,4,0.013
M01 RR007122,4,0.013
M01 RR10732,4,0.013
M01-RR-01066,4,0.013
M01-RR-07122,4,0.013
M01-RR00400,4,0.013
M01-RR00645,4,0.013
MC_U123092721,4,0.013
MC_U147585827,4,0.013
MC_UP_1001/1,4,0.013
MC_UU_12011/4,4,0.013
MC_UU_12015/6,4,0.013
MC_UU_12015/7,4,0.013
MC_UU_12019/3,4,0.013
MD 003963,4,0.013
MH 61774,4,0.013
MH01867,4,0.013
MH071537,4,0.013
MH078928,4,0.013
MH42459,4,0.013
MH45070,4,0.013
MH49414,4,0.013
MOP-62934,4,0.013
MOP89886,4,0.013
MR/K00381X,4,0.013
MR/K023241/1,4,0.013
MR/K02325X/1,4,0.013
MR/L01341X/1,4,0.013
MR/M009351/1,4,0.013
MR/N000218/1,4,0.013
N01 HC 48047,4,0.013
N01 HC 48048,4,0.013
N01 HC 48050,4,0.013
N01 HC 95169,4,0.013
N01 HC-48050,4,0.013
N01 HC025195,4,0.013
N01 HC085081,4,0.013
N01 HC085082,4,0.013
N01 HC085083,4,0.013
N01 HC085084,4,0.013
N01 HC085086,4,0.013
N01-55015,4,0.013
N01-AG-6-2102,4,0.013
N01-HC 48047,4,0.013
N01-HC 48048,4,0.013
N01-HC 95095,4,0.013
N01-HC-25104,4,0.013
N01-HC-25105,4,0.013
N01-HC-25106,4,0.013
N01-HC-48047 - N01-HC-48050,4,0.013
N01-HC95169,4,0.013
N01AG62101,4,0.013
N01AG62106,4,0.013
N01HC95170,4,0.013
N01HC95171,4,0.013
NF-SI-0510-10090,4,0.013
NMRC/CSA/0055/2013,4,0.013
NNF15CC0018486,4,0.013
NO1-HC-95160,4,0.013
NO1-HC-95161,4,0.013
NO1-HC-95162,4,0.013
NO1-HC-95163,4,0.013
NO1-HC-95164,4,0.013
NSC-101-2314-B-195-020,4,0.013
OP05-0927-DR1,4,0.013
P01 AG11412,4,0.013
P01 CA087969,4,0.013
P01-AG-020166,4,0.013
P01-AG023394,4,0.013
P01-HL047540,4,0.013
P06/30,4,0.013
P20 GM109036,4,0.013
P30 AG15297,4,0.013
P30 CA008748,4,0.013
P30 CA023074,4,0.013
P30 DK040561-12,4,0.013
P30 DK079626,4,0.013
P30 DK26687,4,0.013
P30 DK57516,4,0.013
P30 ES000002,4,0.013
P30 HD003352,4,0.013
P30-AG021684,4,0.013
P30-AG15272,4,0.013
P30AG028748,4,0.013
P30DK046200,4,0.013
P30DK072476,4,0.013
P30ES017885,4,0.013
P30ES10126,4,0.013
P30GM103337,4,0.013
P50 HL054313,4,0.013
P50 HL054313-060012,4,0.013
P50 HL054313-070012,4,0.013
P50 HL054313-080012,4,0.013
P50 HL054313-08S10012,4,0.013
P50 HL054313-090012,4,0.013
P50 HL054313-100012,4,0.013
P50-AA03510,4,0.013
P50HD38986,4,0.013
P60 DK20595,4,0.013
P60 MD000214,4,0.013
P60 MD006902,4,0.013
PG/11/63/29011,4,0.013
PH 08B 3905,4,0.013
PI01/0619,4,0.013
PI0458/2013,4,0.013
PI07/0240,4,0.013
PI080819,4,0.013
PI1002293,4,0.013
PI1100357,4,0.013
PI13/00233,4,0.013
PI13/00272,4,0.013
PI13/00492,4,0.013
PI13/00673,4,0.013
PI13/01090,4,0.013
PI13/01123,4,0.013
PI14/00618,4,0.013
PI14/00696,4,0.013
PI14/01206,4,0.013
PI14/01722,4,0.013
PI1400649,4,0.013
PI16/00366,4,0.013
PI16/00533,4,0.013
PI16/00662,4,0.013
PI16/01094,4,0.013
PI16/01120,4,0.013
PI16/01873,4,0.013
PI17/00508,4,0.013
PI17/00764,4,0.013
PI17/00855,4,0.013
PI17/01183,4,0.013
PI17/01347,4,0.013
PI17/01441,4,0.013
PI17/01732,4,0.013
PL1-DA024859,4,0.013
POCI/SAU-ESP/61160/2004,4,0.013
POCTI/SAU-ESP/61160/2004,4,0.013
PS0358/2016,4,0.013
PZ00P3_147998,4,0.013
R01 AG018384,4,0.013
R01 AG018386,4,0.013
R01 AG021155,4,0.013
R01 AG022381,4,0.013
R01 AG022982,4,0.013
R01 AG026255,4,0.013
R01 AG027012,4,0.013
R01 AG027161,4,0.013
R01 AG028321,4,0.013
R01 AG042176,4,0.013
R01 AG055393,4,0.013
R01 CA160245,4,0.013
R01 CA49449,4,0.013
R01 CA59045,4,0.013
R01 CA92447,4,0.013
R01 DA032922,4,0.013
R01 DK076078,4,0.013
R01 DK078616,4,0.013
R01 DK084149,4,0.013
R01 DK089174,4,0.013
R01 DK59240,4,0.013
R01 ES013744,4,0.013
R01 ES021724,4,0.013
R01 HD012252,4,0.013
R01 HD046113,4,0.013
R01 HD080749,4,0.013
R01 HD34543,4,0.013
R01 HD39183,4,0.013
R01 HL-113251,4,0.013
R01 HL039107,4,0.013
R01 HL053560-05,4,0.013
R01 HL059367,4,0.013
R01 HL059699,4,0.013
R01 HL062705,4,0.013
R01 HL064925,4,0.013
R01 HL068200,4,0.013
R01 HL071017,4,0.013
R01 HL071739,4,0.013
R01 HL074338,4,0.013
R01 HL074406,4,0.013
R01 HL076831,4,0.013
R01 HL081352,4,0.013
R01 HL087647,4,0.013
R01 HL088521,4,0.013
R01 HL098433,4,0.013
R01 HL105756,4,0.013
R01 HL127028,4,0.013
R01 HL35464,4,0.013
R01 HL46292,4,0.013
R01 HL68630,4,0.013
R01 MH061774,4,0.013
R01 NS029993,4,0.013
R01-AG033067,4,0.013
R01-AR049747,4,0.013
R01-DK-07024,4,0.013
R01-HD-065904,4,0.013
R01-HL-071205,4,0.013
R01-HL-62985,4,0.013
R01-HL053560-08,4,0.013
R01-HL090957,4,0.013
R01-HL104580,4,0.013
R01-HL109315,4,0.013
R01-HL131029,4,0.013
R01AG034676,4,0.013
R01AG053297,4,0.013
R01AG056477,4,0.013
R01CA092447,4,0.013
R01CA140319-01A1,4,0.013
R01CA172726,4,0.013
R01DK058845,4,0.013
R01DK81335-01A1,4,0.013
R01ES021357,4,0.013
R01ES025216,4,0.013
R01HD050467,4,0.013
R01HD074711,4,0.013
R01HD36916,4,0.013
R01HD39135,4,0.013
R01HD40421,4,0.013
R01HG006292,4,0.013
R01HG006703,4,0.013
R01HL071251,4,0.013
R01HL071759,4,0.013
R01HL076831,4,0.013
R01HL087263,4,0.013
R01HL090682,4,0.013
R01HL092140,4,0.013
R01HL093009,4,0.013
R01HL096875,4,0.013
R01HL109282,4,0.013
R01HL111802,4,0.013
R01HL128914,4,0.013
R01HL62252,4,0.013
R01HL98077,4,0.013
R03AG060619,4,0.013
R03CA153959,4,0.013
R03DK095005,4,0.013
R21 HL143089,4,0.013
R21DK082937,4,0.013
R21DK088195,4,0.013
R21HD067670,4,0.013
R29-AG14715,4,0.013
R37 NS29993,4,0.013
RC1-HL-100543,4,0.013
RD06/0045/1004,4,0.013
RD08/0072,4,0.013
RD83544201,4,0.013
RG/08/013/25942,4,0.013
RG/12/16/29939,4,0.013
RO1 64415,4,0.013
RO1 HL10161-01A1,4,0.013
RR 00827,4,0.013
RR-00048,4,0.013
S011676,4,0.013
S06GM008016-320107,4,0.013
SEV-2015-0505,4,0.013
SI 236/9-1,4,0.013
SOC 95201408 05F02,4,0.013
SOC 98200769 05F02,4,0.013
SOMM17/6107/UGR,4,0.013
SPHSU13,4,0.013
T32 DA007272,4,0.013
T32 HL098048,4,0.013
T32-HL-069771-07,4,0.013
T32DK007732,4,0.013
T32GM084903,4,0.013
T32HL007024,4,0.013
T32HL07779,4,0.013
T32HL098048,4,0.013
TR000002,4,0.013
TSGH-C98-91,4,0.013
U.1300.00.006,4,0.013
U01 AG009740,4,0.013
U01 AG12495,4,0.013
U01 AG12505,4,0.013
U01 AG12535,4,0.013
U01 AG12553,4,0.013
U01 AG12554,4,0.013
U01 HL054457,4,0.013
U01 HL066682,4,0.013
U01 HL067897,4,0.013
U01 HL067899,4,0.013
U01 HL56563,4,0.013
U01 HL56564,4,0.013
U01 HL56565,4,0.013
U01 HL72515,4,0.013
U01 MH062207,4,0.013
U01-DK61230,4,0.013
U01-HG-004424,4,0.013
U01-HG-004446,4,0.013
U01-HL47887,4,0.013
U01-HL47889,4,0.013
U01-MH60220,4,0.013
U01HD059773,4,0.013
U01HG004798-01,4,0.013
U01HG006380,4,0.013
U01HL075572-01,4,0.013
U01HL105268,4,0.013
U01HL53916,4,0.013
U01HL53934,4,0.013
U01HL63429,4,0.013
U01OH008788,4,0.013
U48 DP001933,4,0.013
U48/CCU609653,4,0.013
U54 MD007584,4,0.013
U54MD000214,4,0.013
UL 1TR002541,4,0.013
UL1 RR 025758,4,0.013
UL1 RR024992,4,0.013
UL1 RR029882,4,0.013
UL1 RR033176,4,0.013
UL1 TR000004,4,0.013
UL1 TR000005,4,0.013
UL1 TR000064,4,0.013
UL1-TR001079,4,0.013
UL1RR024153,4,0.013
UL1RR033176,4,0.013
UL1TR000064,4,0.013
UL1TR000075,4,0.013
UL1TR001108,4,0.013
UL1TR001873,4,0.013
ULTR000445,4,0.013
VR3029,4,0.013
W81XWH-12-2-0012,4,0.013
WT098519MA,4,0.013
Z01-AG000513,4,0.013
Z161100000516154,4,0.013
Z99 AG999999,4,0.013
bcws2013-21,4,0.013
23001,3,0.01
97,3,0.01
3209,3,0.01
16213,3,0.01
017.VICI.106.370,3,0.01
18996,3,0.01
01ER1305,3,0.01
01ZZ96030,3,0.01
024.001.003,3,0.01
0245115N,3,0.01
03/1/21/17/214,3,0.01
03/1/27/18/216,3,0.01
37631,3,0.01
03ZIK012,3,0.01
0725125Y,3,0.01
0730094N,3,0.01
085477/B/08/Z,3,0.01
085790/Z/08/Z,3,0.01
0860C,3,0.01
08dj1400601,3,0.01
90357003,3,0.01
90532,3,0.01
99909,3,0.01
09SDG2280087,3,0.01
1 K01 DK59944-01A1,3,0.01
1 K01 HL084682-01,3,0.01
1 P30 HL101859-01,3,0.01
1 R01 AG027122-01,3,0.01
1 R01 HL 097165,3,0.01
1 RC2 HL101649,3,0.01
1 U01 HL096767-01,3,0.01
1 U54 CA116849-01,3,0.01
1 U54CA116849,3,0.01
1-RO3-HL-57100,3,0.01
100-001-004,3,0.01
100046,3,0.01
100448,3,0.01
1012976,3,0.01
1036756,3,0.01
103885,3,0.01
1046518,3,0.01
10526,3,0.01
1073233,3,0.01
107469/Z/15/Z,3,0.01
108297,3,0.01
11/01791,3,0.01
1117747,3,0.01
1129225,3,0.01
11U8114N,3,0.01
11Z0916N,3,0.01
12-113,3,0.01
12/1/1952,3,0.01
12/1166,3,0.01
12/21371,3,0.01
12020240314,3,0.01
1223506,3,0.01
126602,3,0.01
129494,3,0.01
129920,3,0.01
132944,3,0.01
136895,3,0.01
139635,3,0.01
13CRP17350002,3,0.01
13CXZ029,3,0.01
13SDG14640038,3,0.01
13SDG14650068,3,0.01
