PT,AU,TI,SO,DT,AB,TC,PU,PI,PA,SN,EI,J9,JI,PD,PY,VL,IS,BP,EP,AR,DI,PG,WC,SC,UT,PM,OA,Bronze,Green,Green Accepted,Green Published,Gold,Gold DOAJ ,Gold Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Tucker, AM; Vogel, RA; Lincoln, AE; Dunn, RE; Ahrensfield, DC; Allen, TW; Castle, LW; Heyer, RA; Pellman, EJ; Strollo, PJ; Wilson, PWF; Yates, AP",Prevalence of Cardiovascular Disease Risk Factors Among National Football League Players,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,Article,"Context Concern exists about the cardiovascular health implications of large size among professional football players and those players who aspire to professional status. Objectives To assess cardiovascular disease (CVD) risk factors in active National Football League (NFL) players and to compare these findings with data from the Coronary Artery Risk Development in Young Adults (CARDIA) study. Design, Setting, and Participants A cross-sectional study of 504 active, veteran football players from a convenience sample of 12 NFL teams at professional athletic training facilities between April and July 2007. Data were compared with men of the same age in the general US population (CARDIA study, a population-based observational study of 1959 participants aged 23 to 35 years recruited in 1985-1986). Main Outcome Measures Prevalence of CVD risk factors (hypertension, dyslipidemia, glucose intolerance, and smoking). Results The NFL players were less likely to smoke when compared with the CARDIA group (0.1% [n=1]; 95% confidence interval [CI], 0%-1.4%; vs 30.5% [n=597]; 95% CI, 28.5%-32.5%; P<.001). Despite being taller and heavier, NFL players had significantly lower prevalence of impaired fasting glucose (6.7% [n=24]; 95% CI, 4.6%-8.7%; vs 15.5% [n=267]; 95% CI, 13.8%-17.3%; P < .001). The groups did not differ in prevalence of high total cholesterol and low-density lipoprotein cholesterol (LDL-C), low high-density lipoprotein cholesterol (HDL-C), or high triglycerides. Hypertension (13.8% [n=67]; 95% CI, 11.0%-16.7%; vs 5.5% [n=108]; 95% CI, 4.6%-6.6%) and prehypertension (64.5% [n=310]; 95% CI, 58.3%-70.7%; vs 24.2% [n=473]; 95% CI, 22.3%-26.1%) were significantly more common in NFL players than in the CARDIA group ( both P<.001). Large size measured by body mass index (BMI) was associated with increased blood pressure, LDL-C, triglycerides, and fasting glucose, and decreased HDL-C. Conclusions Compared with a sample of healthy young-adult men, a sample of substantially larger NFL players had a lower prevalence of impaired fasting glucose, less reported smoking, a similar prevalence of dyslipidemia, and a higher prevalence of hypertension. Increased size measured by BMI was associated with increased CVD risk factors in this combined population. JAMA. 2009; 301(20):2111-2119 www.jama.com",87,AMER MEDICAL ASSOC,CHICAGO,"515 N STATE ST, CHICAGO, IL 60654-0946 USA",0098-7484,,JAMA-J AM MED ASSOC,JAMA-J. Am. Med. Assoc.,27-May,2009,301,20,2111,2119,,10.1001/jama.2009.716,9,"Medicine, General & Internal",General & Internal Medicine,WOS:000266328800023,19470988,Bronze,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Thyagarajan, B; Jacobs, DR; Carr, JJ; Alozie, O; Steffes, MW; Kailash, P; Hayes, JH; Gross, MD","Factors associated with paraoxonase genotypes and activity in a diverse, young, healthy population: The coronary artery risk development in young adults (CARDIA) study",CLINICAL CHEMISTRY,Article,"BACKGROUND: Paraoxonase may mitigate oxidative damage and thus lower risk of macrovascular disease. METHODS: DNA samples from 2252 participants in the Coronary Artery Risk Development in Young Adults (CARDIA) study were genotyped for the L55M and Q192R polymorphisms of the PON1 (paraoxonase 1) gene, and paraoxonase activity was measured in serum. RESULTS: The 192R (67.4% vs 29.7%) and 55L (80.0% vs 63.8%) alleles were more common in blacks vs whites. The Q192R locus was the strongest correlate of paraoxonase activity (100.4 nmol/mL/min greater in the 192RR than the 192QQ genotype). After adjustment for the Q192R locus, the L55M locus (12.7 nmol/ mL/min difference between 55LL and 55MM) and race (6.6 nmol/mL/min difference between blacks and whites) were correlated with paraoxonase activity (P <= 0.0001), as were concentrations of HDL cholesterol (23.9 nmol/mL/min difference between highest and lowest quintiles), triglycerides (12.6 nmol/mL/min difference between highest and lowest quintiles), LDL cholesterol (8.2 nmol/mL/min difference between highest and lowest quintiles), smoking status (6.3 nmol/mL/min difference between current smokers of >= 15 cigarettes/day and never smokers), and glucose concentrations at the highest quintile (6.5 nmol/mL/ min difference between highest and lowest quintiles in nondiabetic participants). There was no cross-sectional or longitudinal association between paraoxonase enzyme activity and coronary artery calcification (CAC), an early marker of cardiovascular disease, or its progression over 5 years. CONCLUSIONS: Paraoxonase may not play an important role during the early pathogenesis of cardiovascular disease. However, associations with lipids and glucose suggest that paraoxonase may modify or react to macrovascular disease pathogenesis. (c) 2008 American Association for Clinical Chemistry.",30,AMER ASSOC CLINICAL CHEMISTRY,WASHINGTON,"2101 L STREET NW, SUITE 202, WASHINGTON, DC 20037-1526 USA",0009-9147,,CLIN CHEM,Clin. Chem.,APR,2008,54,4,738,746,,10.1373/clinchem.2007.099044,9,Medical Laboratory Technology,Medical Laboratory Technology,WOS:000254574800017,18281420,Bronze,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Turk, A; Kopp, P; Colangelo, LA; Urbanek, M; Wood, K; Liu, K; Skinner, HG; Gapstur, SM",Associations of serum sex hormone binding globulin (SHBG) levels with SHBG gene polymorphisms in the CARDIA male hormone study,AMERICAN JOURNAL OF EPIDEMIOLOGY,Article,"In the sex hormone binding globulin (SHBG) gene, a pentanucleotide-repeat polymorphism [(TAAAA)(n)] and a single nucleotide polymorphism (D327N) have been associated with circulating SHBG concentrations in women. Only one study, limited to Scandinavians, has examined these associations in men. Using data from the Coronary Artery Risk Development in Young Adults (CARDIA) Male Hormone Study, the authors assessed associations of SHBG polymorphisms with serum SHBG levels in 511 Black men and 698 White men who had SHBG measured in multiple serum samples collected over an 8-year period from 1987 to 1996 and were aged 20-34 years at the time of the first SHBG measurement. Multivariable repeated-measures analyses were used to assess associations of (TAAAA)(n) and D327N polymorphisms with SHBG concentrations. Results showed statistically significant differences in mean SHBG concentrations for White men with genotypes of (TAAAA) 6/6 (35.1 nmol/liter), 6/x (30.8 nmol/liter), and x/x (29.6 nmol/liter), where x represents a repeat length greater than 6 (p = 0.001). For Black men, the pattern of association was similar, albeit not statistically significant (p = 0.35). There was no relation between D327N genotype and SHBG levels. These results suggest that the (TAAAA)(n) repeat length in the SHBG gene, but not the D327N variant, might contribute to the interindividual variability in serum SHBG levels.",14,OXFORD UNIV PRESS INC,CARY,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0002-9262,,AM J EPIDEMIOL,Am. J. Epidemiol.,15-Feb,2008,167,4,412,418,,10.1093/aje/kwm332,7,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health",WOS:000253246200006,18056923,Bronze,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Ohira, T; Hozawa, A; Iribarren, C; Daviglus, ML; Matthews, KA; Gross, MD; Jacobs, DR",Longitudinal association of serum carotenoids and tocopherols with hostility - The CARDIA study,AMERICAN JOURNAL OF EPIDEMIOLOGY,Article,"Hostility is a personality trait associated with increased risk of coronary heart disease. No study has reported the association between hostility and antioxidants, which may be mediators for atherosclerosis. CARDIA (Coronary Artery Risk Development in Young Adults) Study participants were 3,579 men and women 18-30 years of age in 1985-1986. Serum carotenoids and tocopherols were measured at years 0 and 7, and hostility was measured at years 0 and 5. Analysis of covariance was used to test for covariate-adjusted differences in serum carotenoids and tocopherols across quartiles of hostility. After adjustment for age, gender, race, serum lipids, and baseline of the dependent variable, the mean carotenoid values at year 7 of the lowest and highest quartiles of hostility score at year 0 were 3.9 and 3.3 mu g/liter for alpha-carotene (p < 0.001), 9.1 and 8.0 mu g/liter for beta-cryptoxanthin (p < 0.001), and 50.6 and 46.8 mu g/liter for the sum of four carotenoids (p < 0.001). Hostility scores at year 0 were unrelated to year 7 lycopene and tocopherols. In contrast, neither year 0 carotenoids nor tocopherols predicted the hostility score at year 5. High hostility predicted future low levels of some serum carotenoids, which may help to explain the association of hostility and cardiovascular risk observed in other epidemiologic studies.",10,OXFORD UNIV PRESS INC,CARY,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0002-9262,,AM J EPIDEMIOL,Am. J. Epidemiol.,1-Jan,2008,167,1,42,50,,10.1093/aje/kwm267,9,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health",WOS:000251864100008,17928400,Bronze,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Borrell, LN; Jacobs, DR; Williams, DR; Pletcher, MJ; Houston, TK; Kiefe, CI",Self-reported racial discrimination and substance use in the coronary artery risk development in adults study,AMERICAN JOURNAL OF EPIDEMIOLOGY,Article,"The authors investigated whether substance use and self-reported racial discrimination were associated in the Coronary Artery Risk Development in Young Adults (CARDIA) Study. Smoking status, alcohol consumption, and lifetime use of marijuana, amphetamines, and opiates were ascertained in 2000-2001, 15 years after baseline (1985-1986). Most of the 1,507 African Americans reported having experienced racial discrimination, 79.5% at year 7 and 74.6% at year 15, compared with 29.7% and 23.7% among the 1,813 Whites. Compared with African Americans experiencing no discrimination, African Americans reporting any discrimination had more education and income, while the opposite was true for Whites (all p < 0.001). African Americans experiencing racial discrimination in at least three of seven domains in both years had 1.87 (95% confidence interval (Cl): 1.18, 2.96) and 2.12 (95% Cl: 1.42, 3.17) higher odds of reporting current tobacco use and having any alcohol in the past year than did their counterparts experiencing no discrimination. With control for income and education, African Americans reporting discrimination in three or more domains in both years had 3.31 (95% Cl: 1.90, 5.74) higher odds of using marijuana 100 or more times in their lifetime, relative to African Americans reporting no discrimination. These associations were similarly positive in Whites but not significant. Substance use may be an unhealthy coping response to perceived unfair treatment for some individuals, regardless of their race/ethnicity.",180,OXFORD UNIV PRESS INC,CARY,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0002-9262,1476-6256,AM J EPIDEMIOL,Am. J. Epidemiol.,1-Nov,2007,166,9,1068,1079,,10.1093/aje/kwm180,12,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health",WOS:000250400700011,17698506,Bronze,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Lynch, E; Liu, K; Spring, B; Hankinson, A; Wei, GS; Greenland, P",Association of ethnicity and socioeconomic status with judgments of body size - The Coronary Artery Risk Development in Young Adults (CARDIA) Study,AMERICAN JOURNAL OF EPIDEMIOLOGY,Article,"The authors assessed the associations of ethnicity and socioeconomic status (SES) with body size judgments in Black and White young adults. Self-perceived and ideal body size judgments were measured using the Stunkard nine-figure scale (higher value = larger body) at the year 7 examination (1992-1993) of the Coronary Artery Risk Development in Young Adults (CARDIA) Study. In sex-specific adjusted multiple regression models, the difference between self-perceived and ideal body size judgments was largerfor Whites than for Blacks: 0.74 vs. 0.57 forWhite men vs. Black men (p < 0.05) and 1.48 vs. 0.96 for White women vs. Black women (p < 0.0001). This ethnic difference was evident in all body mass index-stratified adjusted models (all p's < 0.05). In ethnicity/sex-specific adjusted models, lower education was associated with a smaller difference between self-perceived and ideal body size for all groups except White women (p's for trend: White women, 0.57; Black women, < 0.0001; White men, 0.0007; Black men, 0.016). Judgments of self-perceived body size differed by ethnicity but not by SES, and judgments of ideal body size differed by SES but not by ethnicity. Learning to make medically accurate judgments of healthy body size may increase the motivation to lose weight in some persons.",51,OXFORD UNIV PRESS INC,CARY,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0002-9262,,AM J EPIDEMIOL,Am. J. Epidemiol.,1-May,2007,165,9,1055,1062,,10.1093/aje/kwk114,8,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health",WOS:000245896900011,17327218,Bronze,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Gapstur, SM; Kopp, P; Gann, PH; Chiu, BCH; Colangelo, LA; Liu, K","Changes in BMI modulate age-associated changes in sex hormone binding globulin and total testosterone, but not bioavailable testosterone in young adult men: the CARDIA Male Hormone Study",INTERNATIONAL JOURNAL OF OBESITY,Article,"Objectives: To compare age-associated 8-year changes in total testosterone, calculated bioavailable testosterone and sex hormone binding globulin (SHBG) across five groups of men stratified according to change in body mass index (BMI) (i.e., BMI stable (+/- 0.69 kg/m(2)), decreased (-0.7 kg/m(2)), increased minimally (0.7-1.74 kg/m(2)), increased moderately (1.75-3.19 kg/m(2)) and increased most (>= 3.20 kg/m(2))). Design: Eight-year longitudinal cohort study. Subjects: Four hundred and seventy-four black and 695 white men, aged 24-31 years at the time of the first hormone measurement. Measurements: Aging-related changes in serum SHBG, total testosterone and bioavailable testosterone. Results: SHBG significantly increased with age for men whose BMI decreased, and there were progressively smaller increases for men whose BMI was stable, or whose BMI increased minimally or moderately (range 1.1-0.3 nM per year, P <= 0.03, respectively). There was no age relationship with SHBG among men whose BMI increased most. Total testosterone did not change with age for men whose BMI decreased, was stable or increased minimally, but for men whose BMI increased moderately and most there was a graded decrease in total testosterone with age (beta =-0.2 and -0.4 nM per year, respectively, P <= 0.005). However, bioavailable testosterone decreased with age to a similar extent across all groups. Conclusions: These results suggest that changes in BMI during young adulthood modulate age-related changes in SHBG and total testosterone, but not bioavailable testosterone.",26,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0307-0565,,INT J OBESITY,Int. J. Obes.,APR,2007,31,4,685,691,,10.1038/sj.ijo.0803465,7,Endocrinology & Metabolism; Nutrition & Dietetics,Endocrinology & Metabolism; Nutrition & Dietetics,WOS:000245502800016,16969359,Bronze,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Lauderdale, DS; Knutson, KL; Rathouz, PJ; Yan, LJL; Hulley, SB; Sidney, S; Liu, K","Re: ""Objectively measured sleep characteristics among early-middle-aged adults: The CARDIA study"" - The authors reply",AMERICAN JOURNAL OF EPIDEMIOLOGY,Letter,,0,OXFORD UNIV PRESS INC,CARY,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0002-9262,1476-6256,AM J EPIDEMIOL,Am. J. Epidemiol.,15-Jan,2007,165,2,232,U8,,10.1093/aje/kwk095,2,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health",WOS:000243495400017,,Bronze,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Lynch, EB; Liu, KA; Kiefe, CI; Greenland, P",Cardiovascular disease risk factor knowledge in young adults and 10-year change in risk factors - The coronary artery risk development in young adults (CARDIA) study,AMERICAN JOURNAL OF EPIDEMIOLOGY,Article,"This study's objective was assessment of cardiovascular disease (CVD) risk factor knowledge in young adults, its association with 10-year changes in risk factor levels, and variables related to risk factor knowledge. A total of 4,193 healthy persons (55% female, 48% Black; mean age = 30 years) from four urban US communities were queried about risk factor knowledge in 1990-1991 and were reexamined in 2000-2001. Of six risk factors considered (hypertension, hyperlipidemia, smoking, overweight, sedentary lifestyle, and unhealthy diet), participants mentioned a mean of two; more than 65% were not aware of any risk factors, and less than 35% recognized being overweight as a risk factor. After adjustment, variables associated with mentioning more than two CVD risk factors versus one or fewer were Black race (OR = 0.52, 95% confidence interval (CI): 0.44, 0.61), having a high school education or less (OR = 0.88, 95% CI: 0.80, 0.95), having one or two (vs. zero) risk factors (OR = 1.27, 95% CI: 1.05, 1.53), and having three or more (vs. zero) risk factors (OR = 1.79, 95% CI: 1.35, 2.38). More knowledge was marginally associated with less increase in body mass index 10 years later (p = 0.06) but was unrelated to other risk factor changes. Knowledge of CVD risk factors was very low in these young adults but increased with the presence of risk factors. Knowledge alone did not predict 10-year changes in risk factors.",43,OXFORD UNIV PRESS INC,CARY,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0002-9262,1476-6256,AM J EPIDEMIOL,Am. J. Epidemiol.,15-Dec,2006,164,12,1171,1179,,10.1093/aje/kwj334,9,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health",WOS:000242714800005,17038418,Bronze,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Gidding, SS; McMahan, A; McGill, HC; Colangelo, LA; Schreiner, PJ; Williams, OD; Liu, K",Prediction of coronary artery calcium in young adults using the Pathobiological Determinants of Atherosclerosis in Youth (PDAY) risk score - The CARDIA study,ARCHIVES OF INTERNAL MEDICINE,Article,"Background: Using data from autopsied young people aged 15 to 34 years, the Pathobiological Determinants of Atherosclerosis in Youth (PDAY) study developed a risk score based on age, sex, smoking status, high-density lipoprotein and non-high-density lipoprotein cholesterol levels, and the presence of obesity, hyperglycemia, and hypertension to predict advanced coronary artery atherosclerosis. Methods: The Coronary Artery Risk Development in Young Adults ( CARDIA) study assessed coronary artery calcium (CAC) by computed tomography in young adults participating in the 15-year examination. The PDAY risk score was calculated from risk factors measured at the CARDIA examinations at years 0, 5, 10, and 15. Results: Odds ratios for amount of CAC ( 6 ordinal categories) for a 1-point increase in risk score computed from the modifiable risk factors ranged from 1.10 to 1.16 ( all statistically significant). Odds ratios for presence of any amount of CAC ranged from 1.09 to 1.15 ( all statistically significant), with the highest odds ratio for the risk score at year 0. An increase in risk score between years 0 and 15 increased the odds of CAC, and a decrease in risk score decreased the odds of CAC. A positive family history of cardiovascular disease increased the odds of CAC. The c statistics ranged from 0.752 to 0.770, with the highest discrimination based on the year 0 revised PDAY risk score that included family history and increased the points for the sex differential. Conclusion: The PDAY risk score predicts CAC up to 15 years before its assessment, and risk score change during 15 years affects the risk of CAC.",68,AMER MEDICAL ASSOC,CHICAGO,"330 N WABASH AVE, STE 39300, CHICAGO, IL 60611-5885 USA",0003-9926,1538-3679,ARCH INTERN MED,Arch. Intern. Med.,27-Nov,2006,166,21,2341,2347,,10.1001/archinte.166.21.2341,7,"Medicine, General & Internal",General & Internal Medicine,WOS:000242312700007,17130387,Bronze,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Knutson, KL; Rathouz, PJ; Yan, LL; Liu, K; Lauderdale, DS",Stability of the Pittsburgh sleep quality index and the epworth sleepiness questionnaires over 1 year in early middle-aged adults: The CARDIA study,SLEEP,Article,"Study Objectives: To describe the stability of the Pittsburgh Sleep Quality Index (PSQI) and the Epworth Sleepiness Scale (ESS) scores over 1 year among a population-based sample of black and white early middle-aged adults. Participants: More than 600 participants, aged 38 to 50 years, from the Chicago site of the Coronary Artery Risk Development in Young Adults (CARDIA) Study. Methods: The PSQI and ESS were completed twice, approximately 1 year apart, between 2003 and 2005. Seven PSQ1 4-level component scores, a global PSQI score, and the ESS scores were calculated, A PSQI global score greater than 5 was classified as poor quality sleep, and an ESS score greater than 10 was classified as high daytime sleepiness. Results: The mean +/- SD PSQI score was 5.7 +/- 3.1 in Year 1 and 5.9 +/- 3.1 in Year 2. The mean ESS score was 7.4 +/- 4.3 in Year 1 and 7.2 +/- 4.2 in Year 2. The Pearson correlation coefficient for the PSQI score in both years in the full sample was .68 and ranged from .54 among black men to .72 among black women. The Pearson correlation coefficient for the ESS score in both years in the full sample was .76 and ranged from .70 among black men to .80 among white men. In the full sample, 76% had the same PSQI dichotomous classification, and 85% had the same ESS dichotomous classification in both years. Conclusions: These results suggest that the PSQI and ESS are stable measures of sleep quality and sleepiness over the past year in early middle-aged adults.",96,OXFORD UNIV PRESS INC,CARY,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",,1550-9109,SLEEP,Sleep,1-Nov,2006,29,11,1503,1506,,10.1093/sleep/29.11.1503,4,Clinical Neurology; Neurosciences,Neurosciences & Neurology,WOS:000242181700024,17162998,Bronze,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Pletcher, MJ; Hulley, BJ; Houston, T; Kiefe, CI; Benowitz, N; Sidney, S","Menthol cigarettes, smoking cessation, atherosclerosis, and pulmonary function - The Coronary Artery Risk Development in Young Adults (CARDIA) Study",ARCHIVES OF INTERNAL MEDICINE,Article; Proceedings Paper,"Background: African American smokers are more likely to experience tobacco-related morbidity and mortality than European American smokers, and higher rates of menthol cigarette smoking may contribute to these disparities. Methods: We prospectively measured cumulative exposure to menthol and nonmenthol cigarettes and smoking cessation behavior (1985-2000), coronary calcification (2000), and 10-year change in pulmonary function (1985-1995) in African American and European American smokers recruited in 1985 for the Coronary Artery Risk Development in Young Adults Study. Results: We identified 1535 smokers in 1985 (972 menthol and 563 nonmenthol); 89% of African Americans preferred menthol vs 29% of European Americans (P <.001). After adjustment for ethnicity, demographics, and social factors, we found nonsignificant trends in menthol smokers toward lower cessation (odds ratio [OR], 0.71; 95% confidence interval [CI], 0.49-1.02; P=.06) and recent quit attempt OR, 0.77; 95% CI, 0.56-1.06; P=.11) rates and a significant increase in the risk of relapse (OR, 1.89; 95% CI, 1.17-3.05; P=.009). Per pack-year of exposure, however, we found no differences from menthol in tobacco related coronary calcification (adjusted OR, 1.27; 95% CI, 1.01-1.60 for menthol cigarettes and 1.33; 95% CI, 1.06-1.68 for nonmenthol cigarettes per 10-pack-year increase; P=.75 for comparison) or 10-year pulmonary function decline (adjusted excess decline in forced expiratory volume in 1 second, 84 mL; 95% CI, 32-137 for menthol cigarettes and 80 mL; 95% CI, 30-129 for nonmenthol cigarettes, per 10-pack-year increase; P=.88 for comparison). Conclusion: Menthol and nonmenthol cigarettes seem to be equally harmful per cigarette smoked in terms of atherosclerosis and pulmonary function decline, but menthol cigarettes may be harder to quit smoking.",94,AMER MEDICAL ASSOC,CHICAGO,"330 N WABASH AVE, STE 39300, CHICAGO, IL 60611-5885 USA",0003-9926,1538-3679,ARCH INTERN MED,Arch. Intern. Med.,25-Sep,2006,166,17,1915,1922,,10.1001/archinte.166.17.1915,8,"Medicine, General & Internal",General & Internal Medicine,WOS:000240730500018,17000950,Bronze,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Klos, KLE; Sing, CF; Boerwinkle, E; Hamon, SC; Rea, TJ; Clark, A; Fornage, M; Hixson, JE",Consistent effects of genes involved in reverse cholesterol transport on plasma lipid and apolipoprotein levels in CARDIA participants,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,Article,"Objective-To identify common variations in genes in the reverse cholesterol transport pathway with nongender-specific influence on plasma lipid and apolipoprotein levels. Methods and Results-An average of 5 single nucleotide polymorphisms (SNPs) were genotyped within each of 45 genomic regions (54 genes) in blacks (1131 females and 812 males) and whites (1102 females and 954 males) from the Coronary Artery Risk Development in Young Adults (CARDIA) study. SNPs and gene-based 3-SNP haplotypes were evaluated for their ability to predict variation in plasma apolipoproteins (apo) A-1 and apoB, total cholesterol (TC), high-density lipoprotein cholesterol, low-density lipoprotein cholesterol, and triglycerides (TG). We identified 14 SNPs in 6 candidate gene regions that explained statistically significant variation in the same trait in both genders of at least one race and with evidence of consistent genotype mean trend across gender within race. Haplotype analyses identified 9 candidate gene regions that explained statistically significant variation in one or both races. Conclusion-Four gene regions, ABCA1, APOA1/C3/A4/A5, APOE/C1/C4/C2, and CETP, explained plasma lipoprotein variation most consistently across strata. Other gene regions that influence plasma lipid and apolipoprotein levels within race include CYP7A1, LPL, PPARA, SOAT1, and SREBF2.",36,LIPPINCOTT WILLIAMS & WILKINS,PHILADELPHIA,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA",1079-5642,1524-4636,ARTERIOSCL THROM VAS,Arterioscler. Thromb. Vasc. Biol.,AUG,2006,26,8,1828,1836,,10.1161/01.ATV.0000231523.19199.45,9,Hematology; Peripheral Vascular Disease,Hematology; Cardiovascular System & Cardiology,WOS:000239391400022,16763159,Bronze,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
