Accession_Number,DOI,Pubmed_ID,Article_Title,Link,Authors,Source,Research_Area,Document Type,Volume,Issue,Pages,Publication_Date,Times_Cited,Journal_Expected_Citations,Category_Expected_Citations,Journal_Normalized_Citation_Impact,Category_Normalized_Citation_Impact,Percentile_in_Subject_Area,Journal_Impact_Factor
WOS:000372302500014,10.1001/jamainternmed.2015.7841,MEDLINE:26831916,Association Between Lifetime Marijuana Use and Cognitive Function in Middle Age The Coronary Artery Risk Development in Young Adults (CARDIA) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000372302500014,"Auer, Reto; Vittinghoff, Eric; Yaffe, Kristine; Kuenzi, Arnaud; Kertesz, Stefan G.; Levine, Deborah A.; Albanese, Emiliano; Whitmer, Rachel A.; Jacobs, David R., Jr.; Sidney, Stephen; Glymour, M. Maria; Pletcher, Mark J.",JAMA INTERNAL MEDICINE,PSYCHIATRY,Article,176,3,352-361,2016,57,62.508621,10.63,0.91,5.363,1.7156,18.652
WOS:000367820000012,10.1001/jamapsychiatry.2015.2468,MEDLINE:26629780,Effect of Early Adult Patterns of Physical Activity and Television Viewing on Midlife Cognitive Function,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000367820000012,"Hoang, Tina D.; Reis, Jared; Zhu, Na; Jacobs, David R., Jr.; Launer, Lenore J.; Whitmer, Rachel A.; Sidney, Stephen; Yaffe, Kristine",JAMA PSYCHIATRY,PSYCHIATRY,Article,73,1,73-79,2016,22,47.275229,10.63,0.47,2.0699,11.881,17.471
WOS:000372853000009,10.1212/WNL.0000000000002517,MEDLINE:26935891,Hostile attitudes and effortful coping in young adulthood predict cognition 25 years later,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000372853000009,"Albanese, Emiliano; Matthews, Karen A.; Zhang, Julia; Jacobs, David R., Jr.; Whitmer, Rachel A.; Wadley, Virginia G.; Yaffe, Kristine; Sidney, Stephen; Launer, Lenore J.",NEUROLOGY,CLINICAL NEUROLOGY,Article,86,13,1227-1234,2016,5,24.695489,11.02,0.2,0.4537,61.4482,8.77
WOS:000384333400014,10.5665/sleep.6104,MEDLINE:27397561,Sleep Duration and White Matter Quality in Middle-Aged Adults,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000384333400014,"Yaffe, Kristine; Nasrallah, Ilya; Hoang, Tina D.; Lauderdale, Diane S.; Knutson, Kristen L.; Carnethon, Mercedes R.; Launer, Lenore J.; Lewis, Cora E.; Sidney, Stephen",SLEEP,CLINICAL NEUROLOGY; NEUROSCIENCES,Article,39,9,1743-1747,2016,14,15.837963,12.05,0.88,1.1622,24.0626,4.805
WOS:000386333100047,10.1136/bmjdrc-2016-000213,MEDLINE:27335652,Do glycemic marker levels vary by race? Differing results from a cross-sectional analysis of individuals with and without diagnosed diabetes,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000386333100047,"Carson, April P.; Muntner, Paul; Selvin, Elizabeth; Carnethon, Mercedes R.; Li, Xuelin; Gross, Myron D.; Garvey, W. Timothy; Lewis, Cora E.",BMJ OPEN DIABETES RESEARCH & CARE,ENDOCRINOLOGY & METABOLISM,Article,4,1,n/a,2016,11,9.085106,13.09,1.21,0.8401,37.3503,3.183
WOS:000386713800028,10.1161/JAHA.116.003384,MEDLINE:27381757,"Twenty-Five Year Secular Trends in Lipids and Modifiable Risk Factors in a Population-Based Biracial Cohort: The Coronary Artery Risk Development in Young Adults (CARDIA) Study, 1985-2011",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000386713800028,"Schreiner, Pamela J.; Jacobs, David R.; Wong, Nathan D.; Kiefe, Catarina I.",JOURNAL OF THE AMERICAN HEART ASSOCIATION,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,5,7,n/a,2016,5,15.290155,13.25,0.33,0.3773,60.1916,4.605
WOS:000379158800012,10.1007/s00125-016-3969-5,MEDLINE:27181604,Twenty year fitness trends in young adults and incidence of prediabetes and diabetes: the CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000379158800012,"Chow, Lisa S.; Odegaard, Andrew O.; Bosch, Tyler A.; Bantle, Anne E.; Wang, QI; Hughes, John; Carnethon, Mercedes; Ingram, Katherine H.; Durant, Nefertiti; Lewis, Cora E.; Ryder, Justin; Shay, Christina M.; Kelly, Aaron S.; Schreiner, Pamela J.",DIABETOLOGIA,ENDOCRINOLOGY & METABOLISM,Article,59,8,1659-1665,2016,16,21.830435,13.09,0.73,1.2219,23.4231,7.518
WOS:000382102200001,10.1016/j.annepidem.2016.06.008,MEDLINE:27402259,Relation of longitudinal changes in body mass index with atherosclerotic cardiovascular disease risk scores in middle-aged black and white adults: the Coronary Artery Risk Development in Young Adults (CARDIA) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000382102200001,"Appiah, Duke; Schreiner, Pamela J.; Durant, Raegan W.; Kiefe, Catarina I.; Loria, Catherine; Lewis, Cora E.; Williams, O. Dale; Person, Sharina D.; Sidney, Stephen",ANNALS OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,26,8,521-526,2016,1,9.709677,8.56,0.1,0.1169,89.5131,2.573
WOS:000368516200022,10.2337/dc15-0509,MEDLINE:26628420,Racial Differences in the Performance of Existing Risk Prediction Models for Incident Type 2 Diabetes: The CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000368516200022,"Lacy, Mary E.; Wellenius, Gregory A.; Carnethon, Mercedes R.; Loucks, Eric B.; Carson, April P.; Luo, XI; Kiefe, Catarina I.; Gjelsvik, Annie; Gunderson, Erica P.; Eaton, Charles B.; Wu, Wen-Chih",DIABETES CARE,ENDOCRINOLOGY & METABOLISM,Article,39,2,285-291,2016,10,37.855263,13.09,0.26,0.7637,41.0688,16.019
WOS:000373895100005,10.1038/tp.2016.5,MEDLINE:26905415,"Oxidative stress, anti-oxidants and the cross-sectional and longitudinal association with depressive symptoms: results from the CARDIA study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000373895100005,"Black, C. N.; Penninx, B. W. J. H.; Bot, M.; Odegaard, A. O.; Gross, M. D.; Matthews, K. A.; Jacobs, D. R., Jr.",TRANSLATIONAL PSYCHIATRY,PSYCHIATRY,Article,6,n/a,n/a,2016,18,20.612403,10.63,0.87,1.6936,16.6376,5.28
WOS:000368418800014,10.1053/j.ajkd.2015.06.024,MEDLINE:26253992,Estimated GFR and Subsequent Higher Left Ventricular Mass in Young and Middle-Aged Adults With Normal Kidney Function: The Coronary Artery Risk Development in Young Adults (CARDIA) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000368418800014,"Bansal, Nisha; Lin, Feng; Vittinghoff, Eric; Peralta, Carmen; Lima, Joao; Kramer, Holly; Shlipak, Michael; Bibbins-Domingo, Kirsten",AMERICAN JOURNAL OF KIDNEY DISEASES,UROLOGY & NEPHROLOGY,Article,67,2,227-234,2016,10,22.00578,10.03,0.45,0.9967,30.3489,6.618
WOS:000367549100021,10.1001/jamainternmed.2015.6309,MEDLINE:26618471,Association of Fitness in Young Adulthood With Survival and Cardiovascular Risk The Coronary Artery Risk Development in Young Adults (CARDIA) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000367549100021,"Shah, Ravi V.; Murthy, Venkatesh L.; Colangelo, Laura A.; Reis, Jared; Venkatesh, Bharath Ambale; Sharma, Ravi; Abbasi, Siddique A.; Goff, David C., Jr.; Carr, J. Jeffrey; Rana, Jamal S.; Terry, James G.; Bouchard, Claude; Sarzynski, Mark A.; Eisman, Aaron; Neilan, Tomas; Das, Saumya; Jerosch-Herold, Michael; Lewis, Cora E.; Carnethon, Mercedes; Lewis, Gregory D.; Lima, Joao A. C.",JAMA INTERNAL MEDICINE,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,176,1,87-95,2016,65,62.508621,13.25,1.04,4.9046,2.4325,18.652
WOS:000386748500030,10.1161/JAHA.116.003970,n/a,Microbiota-Dependent Metabolite Trimethylamine N-Oxide and Coronary Artery Calcium in the Coronary Artery Risk Development in Young Adults Study (CARDIA),https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000386748500030,"Meyer, Katie A.; Benton, Thomas Z.; Bennett, Brian J.; Jacobs, David R., Jr.; Lloyd-Jones, Donald M.; Gross, Myron D.; Carr, J. Jeffrey; Gordon-Larsen, Penny; Zeisel, Steven H.",JOURNAL OF THE AMERICAN HEART ASSOCIATION,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,5,10,n/a,2016,41,15.290155,13.25,2.68,3.0937,5.3713,4.605
WOS:000371101400024,10.1681/ASN.2015020124,MEDLINE:26180129,APOL1 Genotype and Race Differences in Incident Albuminuria and Renal Function Decline,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000371101400024,"Peralta, Carmen A.; Bibbins-Domingo, Kirsten; Vittinghoff, Eric; Lin, Feng; Fornage, Myriam; Kopp, Jeffrey B.; Winkler, Cheryl A.",JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,UROLOGY & NEPHROLOGY,Article,27,3,887-893,2016,62,28.666667,10.03,2.16,6.1793,1.6474,9.274
WOS:000377584000017,10.1038/ajg.2016.57,MEDLINE:27002796,Gestational Diabetes Mellitus Is Strongly Associated With Non-Alcoholic Fatty Liver Disease,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000377584000017,"Ajmera, Veeral H.; Gunderson, Erica P.; VanWagner, Lisa B.; Lewis, Cora E.; Carr, John J.; Terrault, Norah A.",AMERICAN JOURNAL OF GASTROENTEROLOGY,GASTROENTEROLOGY & HEPATOLOGY,Article,111,5,658-664,2016,20,24.588235,13.69,0.81,1.4604,17.6686,10.171
WOS:000373525600007,10.1016/j.numecd.2015.12.011,MEDLINE:26803596,Higher pericardial adiposity is associated with prevalent diabetes: The Coronary Artery Risk Development in Young Adults study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000373525600007,"Alman, A. C.; Jacobs, D. R., Jr.; Lewis, C. E.; Snell-Bergeon, J. K.; Carnethon, M. R.; Terry, J. G.; Goff, D. C., Jr.; Ding, J.; Carr, J. J.",NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS,Article,26,4,326-332,2016,4,8.336207,12.72,0.48,0.3145,66.6402,3.7
WOS:000376939500022,10.1097/AOG.0000000000001434,MEDLINE:27159748,Preterm Delivery and Metabolic Syndrome in Women Followed From Prepregnancy Through 25 Years Later,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000376939500022,"Catov, Janet M.; Althouse, Andrew D.; Lewis, Cora E.; Harville, Emily W.; Gunderson, Erica P.",OBSTETRICS AND GYNECOLOGY,OBSTETRICS & GYNECOLOGY,Article,127,6,1127-1134,2016,7,12.496914,7.81,0.56,0.8968,38.1861,5.524
WOS:000379209500005,10.1097/XCE.0000000000000080,MEDLINE:27525195,Longitudinal associations between adiponectin and cardiac structure differ by hypertensive status: Coronary Artery Risk Development in Young Adults,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000379209500005,"Sharma, Shishir; Colangelo, Laura A.; Lloyd-Jones, Donald; Jacobs, David R., Jr.; Gross, Myron D.; Gidding, Samuel S.; Greenland, Philip",CARDIOVASCULAR ENDOCRINOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,5,2,57-63,2016,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WOS:000379370500013,10.1097/GME.0000000000000609,MEDLINE:27093616,The association between high-sensitivity C-reactive protein and hypertension in women of the CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000379370500013,"Ebong, Imo A.; Schreiner, Pamela; Lewis, Cora E.; Appiah, Duke; Ghelani, Azmina; Wellons, Mellissa",MENOPAUSE-THE JOURNAL OF THE NORTH AMERICAN MENOPAUSE SOCIETY,OBSTETRICS & GYNECOLOGY,Article,23,6,662-668,2016,3,8.448052,7.81,0.36,0.3844,67.5969,3.305
WOS:000367922700006,10.1161/CIRCULATIONAHA.115.018042,MEDLINE:27028434,Pathobiological Determinants of Atherosclerosis in Youth (PDAY) Risk Score in Young Adults Predicts Coronary Artery and Abdominal Aorta Calcium in Middle Age The CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000367922700006,"Gidding, Samuel S.; Rana, Jamal S.; Prendergast, Christopher; McGill, Henry; Carr, J. Jeffery; Liu, Kiang; Colangelo, Laura A.; Loria, Catherine M.; Lima, Joao; Terry, James G.; Reis, Jared P.; McMahan, C. Alex",CIRCULATION,PERIPHERAL VASCULAR DISEASE; CARDIAC & CARDIOVASCULAR SYSTEMS,Article,133,2,139-146,2016,22,60.027778,12.98,0.37,1.6949,13.2735,23.603
WOS:000375039200025,10.1016/j.atherosclerosis.2016.03.028,MEDLINE:27031578,Associations of cortisol/testosterone and cortisol/sex hormone-binding globulin ratios with atherosclerosis in middle-age women,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000375039200025,"Lee, Ju-Mi; Colangelo, Laura A.; Schwartz, Joseph E.; Yano, Yuichiro; Siscovick, David S.; Seeman, Teresa; Schreiner, Pamela J.; Liu, Kiang J.; Lloyd-Jones, Donald M.; Greenland, Philip",ATHEROSCLEROSIS,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE,Article,248,n/a,203-209,2016,4,14.641944,12.98,0.27,0.3082,66.6402,3.919
WOS:000388275800021,10.1002/oby.21573,MEDLINE:27569121,25-Year Weight Gain in a Racially Balanced Sample of US Adults: The CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000388275800021,"Dutton, Gareth R.; Kim, Yongin; Jacobs, David R., Jr.; Li, Xuelin; Loria, Catherine M.; Reis, Jared P.; Carnethon, Mercedes; Durant, Nefertiti H.; Gordon-Larsen, Penny; Shikany, James M.; Sidney, Stephen; Lewis, Cora E.",OBESITY,NUTRITION & DIETETICS; ENDOCRINOLOGY & METABOLISM,Article,24,9,1962-1968,2016,35,14.891608,12.47,2.35,2.8069,5.8101,3.742
WOS:000384649100008,10.1093/aje/kww010,MEDLINE:27614300,Instrumental-Variables Simultaneous Equations Model of Physical Activity and Body Mass Index,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000384649100008,"Meyer, Katie A.; Guilkey, David K.; Tien, Hsiao-Chuen; Kiefe, Catarina I.; Popkin, Barry M.; Gordon-Larsen, Penny",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,184,6,465-476,2016,1,16.408377,8.56,0.06,0.1169,89.5131,4.526
WOS:000453617500038,10.7759/cureus.942,MEDLINE:28123923,The Association Between Changes in Insulin Sensitivity and Consumption of Tobacco and Alcohol in Young Adults: Ordinal Logistic Regression Approach,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000453617500038,"Skropanic, Dragan; Fufaa, Gudeta; Cai, Bin",CUREUS,ENDOCRINOLOGY & METABOLISM,Article,8,12,n/a,2016,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WOS:000376488200036,10.1007/s00394-015-0989-8,MEDLINE:26816031,Intake of fish and long-chain omega-3 polyunsaturated fatty acids and incidence of metabolic syndrome among American young adults: a 25-year follow-up study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000376488200036,"Kim, Yong-Seok; Xun, Pengcheng; Iribarren, Carlos; Van Horn, Linda; Steffen, Lyn; Daviglus, Martha L.; Siscovick, David; Liu, Kiang; He, Ka",EUROPEAN JOURNAL OF NUTRITION,NUTRITION & DIETETICS,Article,55,4,1707-1716,2016,17,13.612903,11.9,1.25,1.4284,22.3783,4.664
WOS:000384746000011,10.1111/jch.12760,MEDLINE:26708996,Dietary Total Isoflavone Intake Is Associated With Lower Systolic Blood Pressure: The Coronary Artery Risk Development in Young Adults (CARDIA) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000384746000011,"Richardson, Safiya I.; Steffen, Lyn M.; Swett, Katrina; Smith, Che; Burke, Lora; Zhou, Xia; Shikany, James M.; Rodriguez, Carlos J.",JOURNAL OF CLINICAL HYPERTENSION,PERIPHERAL VASCULAR DISEASE,Article,18,8,778-783,2016,6,7.386207,12.72,0.81,0.4718,58.2502,2.719
WOS:000390742800002,10.1016/j.jth.2016.08.006,MEDLINE:28163997,"Changes in walking, body mass index, and cardiometabolic risk factors following residential relocation: Longitudinal results from the CARDIA study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000390742800002,"Braun, Lindsay M.; Rodriguez, Daniel A.; Song, Yan; Meyer, Katie A.; Lewis, Cora E.; Reis, Jared P.; Gordon-Larsen, Penny",JOURNAL OF TRANSPORT & HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; TRANSPORTATION",Article,3,4,426-439,2016,22,12.230769,8.81,1.8,2.4959,6.9661,2.418
WOS:000371091500024,10.2337/dc15-1759,MEDLINE:26740637,Association of Gestational Diabetes Mellitus With Left Ventricular Structure and Function: The CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000371091500024,"Appiah, Duke; Schreiner, Pamela J.; Gunderson, Erica P.; Konety, Suma H.; Jacobs, David R., Jr.; Nwabuo, Chike C.; Ebong, Imo A.; Whitham, Hilary K.; Goff, David C., Jr.; Lima, Joao A.; Ku, Ivy A.; Gidding, Samuel S.",DIABETES CARE,ENDOCRINOLOGY & METABOLISM,Article,39,3,400-407,2016,17,37.855263,13.09,0.45,1.2983,21.4155,16.019
WOS:000386333100054,10.1136/bmjdrc-2016-000229,MEDLINE:27648287,Association of Mediterranean diet and cardiorespiratory fitness with the development of pre-diabetes and diabetes: the Coronary Artery Risk Development in Young Adults (CARDIA) study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000386333100054,"Bantle, Anne E.; Chow, Lisa S.; Steffen, Lyn M.; Wang, QI; Hughes, John; Durant, Nefertiti H.; Ingram, Katherine H.; Reis, Jared P.; Schreiner, Pamela J.",BMJ OPEN DIABETES RESEARCH & CARE,ENDOCRINOLOGY & METABOLISM,Article,4,1,n/a,2016,4,9.085106,13.09,0.44,0.3055,73.6854,3.183
WOS:000377290900029,10.1016/j.fertnstert.2016.02.021,MEDLINE:26952784,Interaction of apolipoprotein E gene polymorphisms on miscarriage risk in black and white American women not extract properly v22,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000377290900029,"Gamundi-Segura, Silvia; Torres-Perez, Elena; Sanz-Paris, Alejandro; Arbones-Mainar, Jose M.",FERTILITY AND STERILITY,OBSTETRICS & GYNECOLOGY; REPRODUCTIVE BIOLOGY,Article,105,6,1554-U233,2016,1,14.860406,8.55,0.07,0.1169,87.7196,6.312
WOS:000384696300001,10.1186/s12874-016-0226-z,MEDLINE:27664124,Description and initial evaluation of incorporating electronic follow-up of study participants in a longstanding multisite cohort study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000384696300001,"Kershaw, Kiarri N.; Liu, Kiang; Goff, David C., Jr.; Lloyd-Jones, Donald M.; Rasmussen-Torvik, Laura J.; Reis, Jared P.; Schreiner, Pamela J.; Garside, Daniel B.; Sidney, Stephen",BMC MEDICAL RESEARCH METHODOLOGY,HEALTH CARE SCIENCES & SERVICES,Article,16,n/a,n/a,2016,3,9.303226,8.64,0.32,0.3471,71.958,3.031
WOS:000368114400011,10.1016/j.jacc.2015.10.055,MEDLINE:26791067,Discordance Between Apolipoprotein B and LDL-Cholesterol in Young Adults Predicts Coronary Artery Calcification The CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000368114400011,"Wilkins, John T.; Li, Ron C.; Sniderman, Allan; Chan, Cheeling; Lloyd-Jones, Donald M.",JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,67,2,193-201,2016,40,51.188356,13.25,0.78,3.0182,5.5451,20.589
WOS:000371282800053,10.1161/JAHA.115.002718,MEDLINE:26764414,Blood Pressure Reactivity to Psychological Stress in Young Adults and Cognition in Midlife: The Coronary Artery Risk Development in Young Adults (CARDIA) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000371282800053,"Yano, Yuichiro; Ning, Hongyan; Reis, Jared P.; Lewis, Cora E.; Launer, Lenore J.; Bryan, R. Nick; Yaffe, Kristine; Sidney, Stephen; Albanese, Emiliano; Greenland, Philip; Lloyd-Jones, Donald; Liu, Kiang",JOURNAL OF THE AMERICAN HEART ASSOCIATION,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,5,1,n/a,2016,9,15.290155,13.25,0.59,0.6791,40.4339,4.605
WOS:000372743800001,10.1186/s12933-016-0369-6,MEDLINE:27013319,"Oxidative stress, inflammation, endothelial dysfunction and incidence of type 2 diabetes",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000372743800001,"Odegaard, Andrew O.; Jacobs, David R., Jr.; Sanchez, Otto A.; Goff, David C., Jr.; Reiner, Alexander P.; Gross, Myron D.",CARDIOVASCULAR DIABETOLOGY,ENDOCRINOLOGY & METABOLISM; CARDIAC & CARDIOVASCULAR SYSTEMS,Article,15,n/a,n/a,2016,72,17.309211,13.17,4.16,5.4657,1.6197,7.332
WOS:000372580300086,10.1371/journal.pone.0151559,MEDLINE:26985672,Racial Differences in Left Atrial Size: Results from the Coronary Artery Risk Development in Young Adults (CARDIA) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000372580300086,"Dewland, Thomas A.; Bibbins-Domingo, Kirsten; Lin, Feng; Vittinghoff, Eric; Foster, Elyse; Ogunyankin, Kofo O.; Lima, Joao A.; Jacobs, David R.; Hu, Donglei; Burchard, Esteban G.; Marcus, Gregory M.",PLOS ONE,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,11,3,n/a,2016,6,10.043322,13.25,0.6,0.4527,53.9863,2.74
WOS:000412415000006,10.2215/CJN.01530217,MEDLINE:28838990,Marijuana Use and Estimated Glomerular Filtration Rate in Young Adults,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000412415000006,"Ishida, Julie H.; Auer, Reto; Vittinghoff, Eric; Pletcher, Mark J.; Reis, Jared P.; Sidney, Stephen; Johansen, Kirsten L.; Bibbins-Domingo, Kirsten; Peralta, Carmen A.; Shlipak, Michael G.",CLINICAL JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,UROLOGY & NEPHROLOGY,Article,12,10,1578-1587,2017,5,17.051136,7.36,0.29,0.6792,45.1748,6.628
